0	92	0	
290	132	92	
69	8	224	
68	159	232	
65	57	391	
65	260	448	
68	20	616	
77	127	504	
76	22	623	
76	110	486	
68	61	539	
70	43	340	
69	8	363	
68	127	244	
70	131	349	
67	91	370	
75	132	400	
67	320	489	
67	121	801	
100	15	795	
73	47	679	
70	57	635	
67	157	560	
67	68	397	
70	79	344	
68	98	408	
73	86	459	
74	285	488	
67	27	616	
70	83	575	
68	185	579	
67	358	666	
70	27	938	
67	277	680	
70	43	930	
67	12	890	
67	180	717	
71	87	539	
68	135	599	
70	86	457	
2600	24	0	
91	59	24	
72	54	59	
72	35	54	
70	3	35	
68	13	3	
69	360	13	
70	207	360	
74	72	207	
72	219	72	
68	6	219	
68	31	6	
70	109	31	
67	8	109	
67	19	8	
70	2	19	
69	132	2	
70	8	132	
68	68	8	
67	58	68	
71	179	58	
69	190	179	
71	29	190	
72	43	29	
69	628	43	
73	125	628	
71	110	125	
71	278	110	
69	125	278	
68	66	125	
71	114	66	
68	16	114	
68	80	16	
70	258	80	
68	35	258	
70	132	35	
67	60	132	
67	60	60	
70	69	60	
68	5	69	
74	7	5	
68	189	7	
67	51	189	
71	22	51	
66	9	22	
72	254	9	
70	35	254	
67	145	35	
70	35	145	
67	3	35	
70	28	3	
67	36	28	
66	97	36	
69	17	97	
69	83	17	
69	177	83	
72	57	177	
81	6	57	
72	147	6	
68	34	147	
67	18	34	
73	110	18	
66	98	110	
69	35	98	
66	16	35	
66	148	16	
69	57	148	
67	102	57	
69	2	102	
67	111	2	
66	35	111	
70	279	35	
66	3	279	
69	120	3	
67	124	120	
66	333	124	
70	40	333	
67	94	40	
67	313	94	
70	31	313	
67	402	31	
69	7	402	
67	102	7	
67	152	102	
70	33	152	
67	98	33	
69	118	98	
67	131	118	
66	14	131	
74	22	14	
81	164	22	
75	340	164	
73	49	340	
68	260	49	
73	231	260	
72	139	231	
69	91	139	
77	20	91	
67	122	20	
69	5	122	
67	168	5	
66	10	168	
70	191	10	
67	254	191	
70	111	254	
66	324	111	
67	186	324	
70	103	186	
67	55	103	
69	166	55	
67	155	166	
67	147	155	
69	57	147	
66	196	57	
69	15	196	
85	14	15	
66	1	14	
69	68	1	
66	277	68	
66	12	277	
74	89	12	
66	179	89	
69	33	179	
67	6	33	
66	170	6	
69	54	170	
67	33	54	
69	78	33	
66	34	78	
66	1	34	
69	473	1	
66	241	473	
70	93	241	
66	43	93	
66	91	43	
69	87	91	
67	632	87	
66	43	632	
67	67	43	
74	88	67	
67	19	88	
67	12	19	
70	99	12	
67	8	99	
112	40	8	
71	68	40	
67	6	68	
69	12	6	
67	47	12	
69	39	47	
66	39	39	
67	150	39	
69	30	150	
67	298	30	
67	142	298	
70	5	142	
67	24	5	
69	69	24	
66	26	69	
66	130	26	
70	56	130	
66	86	56	
69	69	86	
67	193	69	
66	81	193	
70	83	81	
66	22	83	
70	31	22	
67	420	31	
67	90	420	
69	163	90	
67	7	163	
75	320	7	
68	100	320	
71	5	100	
73	116	5	
71	55	116	
70	67	55	
70	126	67	
66	39	126	
69	37	39	
67	187	37	
66	50	187	
70	14	50	
67	196	14	
73	59	196	
67	122	59	
67	128	122	
70	75	128	
67	443	75	
69	149	443	
66	98	149	
67	33	98	
72	56	33	
67	30	56	
69	55	30	
67	10	55	
66	93	10	
80	82	93	
67	79	82	
66	340	79	
69	112	340	
67	53	112	
71	60	53	
67	308	60	
66	217	308	
70	325	217	
67	24	325	
69	29	24	
66	14	29	
66	49	14	
1367	114	0	
82	74	114	
74	357	74	
71	79	357	
75	130	79	
73	393	130	
70	24	393	
68	28	24	
70	113	28	
67	241	113	
71	31	241	
68	18	31	
67	125	18	
74	226	125	
71	31	226	
70	17	31	
74	175	17	
67	69	175	
72	220	69	
68	59	220	
72	74	59	
72	20	74	
70	45	20	
75	54	45	
67	56	54	
71	125	56	
67	44	125	
69	4	44	
72	5	4	
67	3	5	
67	17	3	
71	51	17	
70	173	51	
70	211	173	
72	263	211	
68	26	263	
78	19	26	
67	66	19	
70	151	66	
68	190	151	
68	24	190	
72	172	24	
71	36	172	
76	24	36	
73	39	24	
68	20	39	
71	245	20	
68	115	245	
72	22	115	
91	41	22	
72	112	41	
72	99	112	
73	93	99	
68	187	93	
72	204	187	
68	40	204	
89	48	40	
75	137	48	
71	76	137	
76	379	76	
69	6	379	
73	52	6	
74	21	52	
70	26	21	
73	10	26	
76	268	10	
84	56	268	
74	204	56	
68	15	204	
73	89	15	
69	36	89	
76	93	36	
73	28	93	
68	9	28	
71	107	9	
72	26	107	
68	59	26	
70	46	59	
67	11	46	
71	69	11	
68	110	69	
68	90	110	
71	324	90	
79	69	324	
71	116	69	
68	142	116	
70	98	142	
