443661	27	21
443769	80	21
443858	13	21
443946	138	21
444034	124	21
444122	110	21
444209	97	21
444298	21	21
444387	4	21
444486	88	21
444579	50	21
444673	68	21
444766	325	21
444860	144	21
444954	53	21
445048	19	21
445146	100	21
445242	10	21
445335	6	21
445428	385	21
445523	20	21
445617	135	21
445712	23	21
445805	72	21
445899	23	21
445992	91	21
446092	156	21
446187	379	21
446283	227	21
446389	92	21
446495	132	21
446589	8	21
446684	159	21
446783	57	21
446877	260	21
446972	20	21
447066	127	21
447161	22	21
447255	110	21
447349	61	21
447441	43	21
447536	8	21
447628	127	21
447725	131	21
447820	91	21
447914	132	21
448007	320	21
448101	121	21
448194	15	21
448288	47	21
448397	57	21
448493	157	21
448587	68	21
448681	79	21
448775	98	21
448868	86	21
448961	285	21
449056	27	21
449149	83	21
449245	185	21
449344	358	21
449439	27	21
449539	277	21
449633	43	21
449726	12	21
449820	180	21
449914	87	21
450016	135	21
450110	86	21
450205	24	21
450299	59	21
450394	54	21
450493	35	21
450586	3	21
450679	13	21
450780	360	21
450877	207	21
450974	72	21
451068	219	21
451162	6	21
451256	31	21
451350	109	21
451444	8	21
451537	19	21
451631	2	21
451727	132	21
451822	8	21
451915	68	21
452009	58	21
452111	179	21
452207	190	21
452301	29	21
452392	43	21
452489	628	21
452585	125	21
452680	110	21
452775	278	21
452870	125	21
452965	66	21
453059	114	21
453153	16	21
453246	80	21
453343	258	21
453437	35	21
453531	132	21
453626	60	21
453720	60	21
453814	69	21
453907	5	21
454000	7	21
454098	189	21
454196	51	21
454290	22	21
454397	9	21
454495	254	21
454590	35	21
454685	145	21
454779	35	21
454873	3	21
454969	28	21
455062	36	21
455155	97	21
455248	17	21
455342	83	21
455435	177	21
455528	57	21
455621	6	21
455720	147	21
455840	34	21
455928	18	21
456017	110	21
456105	98	21
456193	35	21
456280	16	21
456368	148	21
456457	57	21
456548	102	21
456637	2	21
456725	111	21
456813	35	21
456901	279	21
456990	3	21
457078	120	21
457165	124	21
457257	333	21
457345	40	21
457433	94	21
457521	313	21
457609	31	21
457697	402	21
457785	7	21
457873	102	21
