43687	13	01
76613	360	01
92591	207	01
92778	72	01
92893	219	01
93044	6	01
93189	31	01
93328	109	01
93472	8	01
93610	19	01
93748	2	01
93890	132	01
94025	8	01
94167	68	01
94308	58	01
94454	179	01
94604	190	01
94745	29	01
94889	43	01
95031	628	01
95172	125	01
95321	110	01
95460	278	01
95602	125	01
95744	66	01
95911	114	01
96057	16	01
96197	80	01
121498	258	01
156525	35	01
205338	132	01
205470	60	01
205612	60	01
205734	69	01
205865	5	01
205999	7	01
206128	189	01
206256	51	01
206386	22	01
206527	9	01
206665	254	01
206790	35	01
206919	145	01
207054	35	01
207182	3	01
207312	28	01
207443	36	01
207571	97	01
207702	17	01
207833	83	01
207963	177	01
208096	57	01
208226	6	01
208355	147	01
208486	34	01
208609	18	01
208753	110	01
208885	98	01
209013	35	01
209144	16	01
209271	148	01
209402	57	01
209536	102	01
209663	2	01
209795	111	01
209925	35	01
210054	279	01
210184	3	01
210311	120	01
210448	124	01
210583	333	01
210716	40	01
210839	94	01
210973	313	01
211102	31	01
211232	402	01
211363	7	01
211491	102	01
211621	152	01
212406	33	01
212538	98	01
212656	118	01
212770	131	01
212893	14	01
213012	22	01
213128	164	01
213246	340	01
213359	49	01
213476	260	01
213592	231	01
213706	139	01
213822	91	01
213939	20	01
214059	122	01
214176	5	01
214289	168	01
214406	10	01
214529	191	01
214643	254	01
214760	111	01
214873	324	01
214990	186	01
215114	103	01
230636	55	01
230754	166	01
230869	155	01
230987	147	01
231104	57	01
231219	196	01
231334	15	01
231451	14	01
231576	1	01
231694	68	01
231808	277	01
231925	12	01
232042	89	01
232155	179	01
232271	33	01
232388	6	01
232507	170	01
232630	54	01
232745	33	01
232862	78	01
232978	34	01
233091	1	01
233209	473	01
233323	241	01
233440	93	01
233557	43	01
233682	91	01
233799	87	01
233916	632	01
234030	43	01
234208	67	01
234341	88	01
234464	19	01
234586	12	01
234710	99	01
234829	8	01
234942	40	01
235059	68	01
235175	6	01
235289	12	01
235405	47	01
235523	39	01
235638	39	01
235765	150	01
643662	30	01
643707	298	01
643753	142	01
643796	5	01
643841	24	01
643884	69	01
643926	26	01
643969	130	01
644012	56	01
644055	86	01
644098	69	01
644141	193	01
644184	81	01
644230	83	01
644273	22	01
644316	31	01
644359	420	01
644402	90	01
644445	163	01
644488	7	01
644530	320	01
644574	100	01
644617	5	01
644659	116	01
644702	55	01
644745	67	01
644788	126	01
644831	39	01
644874	37	01
644919	187	01
644962	50	01
645005	14	01
645048	196	01
645091	59	01
645134	122	01
645177	128	01
645220	75	01
645263	443	01
645306	149	01
645349	98	01
645391	33	01
645434	56	01
645477	30	01
645520	55	01
645562	10	01
645605	93	01
645651	82	01
645694	79	01
645735	340	01
645778	112	01
645822	53	01
645864	60	01
645907	308	01
645954	217	01
645998	325	01
646041	24	01
646084	29	01
646127	14	01
646170	49	01
646212	114	01
646255	74	01
646298	357	01
646351	79	01
646398	130	01
646446	393	01
646490	24	01
646533	28	01
646576	113	01
646619	241	01
646662	31	01
646705	18	01
646753	125	01
646796	226	01
646839	31	01
646882	17	01
646925	175	01
646968	69	01
647011	220	01
647055	59	01
647098	74	01
647144	20	01
647187	45	01
647230	54	01
647272	56	01
647315	125	01
647358	44	01
647402	4	01
647444	5	01
647487	3	01
647530	17	01
647573	51	01
647616	173	01
647659	211	01
647703	263	01
647746	26	01
647789	19	01
647832	66	01
647878	151	01
647921	190	01
647965	24	01
648007	172	01
648051	36	01
648094	24	01
648136	39	01
648179	20	01
648222	245	01
648265	115	01
648308	22	01
648351	41	01
648394	112	01
648437	99	01
648480	93	01
648522	187	01
648565	204	01
648611	40	01
648654	48	01
648697	137	01
648740	76	01
648783	379	01
648826	6	01
648869	52	01
648912	21	01
648955	26	01
648997	10	01
649040	268	01
649083	56	01
649127	204	01
649170	15	01
649213	89	01
649256	36	01
649299	93	01
649345	28	01
649388	9	01
649431	107	01
649474	26	01
649517	59	01
649560	46	01
649603	11	01
649646	69	01
649689	110	01
649732	90	01
649775	324	01
649818	69	01
649860	116	01
649904	142	01
649947	98	01
649990	154	01
650033	201	01
650078	656	01
650120	39	01
650163	162	01
650206	112	01
650250	115	01
650293	20	01
650335	44	01
650378	523	01
650421	94	01
650481	29	01
650523	113	01
650566	13	01
650609	19	01
650652	319	01
650695	115	01
650738	32	01
650792	28	01
650835	15	01
650878	44	01
650921	35	01
650965	93	01
651007	118	01
651051	29	01
651094	119	01
651137	278	01
651180	48	01
651223	162	01
651266	4	01
651309	36	01
651352	39	01
651395	151	01
651439	91	01
651482	108	01
651526	113	01
651569	17	01
651612	55	01
651655	299	01
