0	100	0	100
421	100	0	22
177	100	100	66
85	100	200	87
105	100	300	100
189	100	300	6
158	100	400	47
89	100	500	68
81	100	600	89
79	100	700	100
108	100	800	100
138	100	900	100
133	100	1000	100
130	100	1100	100
133	100	1200	100
129	100	1300	100
182	100	1300	31
84	100	1400	52
126	100	1500	83
129	100	1600	100
134	100	1700	100
132	100	1800	100
131	100	1900	100
130	100	2000	100
130	100	2100	100
153	100	2100	23
112	100	2200	51
130	100	2300	84
131	100	2400	100
132	100	2500	100
130	100	2600	100
130	100	2700	100
133	100	2800	100
129	100	2900	100
132	100	2900	17
134	100	3000	51
132	100	3100	84
129	100	3200	100
132	100	3300	100
134	100	3400	100
130	100	3500	100
129	100	3600	100
139	100	3700	100
173	100	3700	27
97	100	3800	51
134	100	3900	84
130	100	4000	100
133	100	4100	100
219	100	4200	100
128	100	4300	100
130	100	4400	100
167	100	4400	21
104	100	4500	47
130	100	4600	79
130	100	4700	100
130	100	4800	100
132	100	4900	100
129	100	5000	100
133	100	5100	100
130	100	5200	100
131	100	5200	23
128	100	5300	55
130	100	5400	88
130	100	5500	100
134	100	5600	100
130	100	5700	100
130	100	5800	100
130	100	5900	100
129	100	6000	100
138	100	6000	33
125	100	6100	64
157	100	6200	100
128	100	6300	100
98	100	6400	100
101	100	6500	100
98	100	6600	100
98	100	6700	100
102	100	6800	100
98	100	6900	100
100	100	6900	19
96	100	7000	43
98	100	7100	68
100	100	7200	93
99	100	7300	100
93	100	7400	100
93	100	7500	100
93	100	7600	100
94	100	7700	100
92	100	7800	100
95	100	7900	100
93	100	8000	100
104	100	8000	25
86	100	8100	46
94	100	8200	70
93	100	8300	93
93	100	8400	100
96	100	8500	100
93	100	8600	100
99	100	8700	100
101	100	8800	100
106	100	8900	100
98	100	9000	100
103	100	9000	4
105	100	9100	31
91	100	9200	53
98	100	9300	78
101	100	9400	100
98	100	9500	100
101	100	9600	100
99	100	9700	100
100	100	9800	100
98	100	9900	100
105	100	10000	100
139	100	9900	1
128	100	10000	33
140	100	10000	68
137	100	10000	100
136	100	10000	100
144	100	10000	100
137	100	10000	100
136	100	10000	100
142	100	10000	100
157	100	9900	26
88	100	10000	48
136	100	10000	82
136	100	10000	100
136	100	10000	100
141	100	10000	100
138	100	10000	100
136	100	10000	100
136	100	10000	100
133	100	10000	22
107	100	10000	49
1217	100	9900	60
65	100	10000	76
99	100	10000	100
98	100	10000	100
100	100	10000	100
100	100	10000	100
98	100	10000	100
97	100	10000	100
98	100	10000	100
103	100	10000	100
99	100	10000	100
68	100	10000	7
144	100	10000	43
99	100	10000	68
101	100	10000	93
98	100	10000	100
98	100	10000	100
98	100	10000	100
97	100	10000	100
102	100	10000	100
99	100	10000	100
98	100	10000	100
99	100	9900	5
112	100	10000	34
111	100	10000	61
99	100	10000	86
97	100	10000	100
97	100	10000	100
97	100	10000	100
100	100	10000	100
98	100	10000	100
97	100	10000	100
98	100	10000	100
122	100	10000	100
103	100	10000	25
132	100	10000	58
137	100	10000	93
136	100	10000	100
139	100	10000	100
148	100	10000	100
137	100	10000	100
136	100	10000	100
136	100	9900	14
115	100	10000	43
102	100	10000	69
160	100	10000	100
137	100	10000	100
3050	100	9800	55
103	100	9900	81
83	100	10000	100
142	100	10000	100
126	100	10000	100
126	100	10000	100
135	100	10000	100
126	100	10000	100
80	100	10000	13
129	100	10000	45
128	100	10000	77
129	100	10000	100
127	100	10000	100
127	100	10000	100
132	100	10000	100
127	100	10000	100
136	100	10000	100
86	100	10000	20
133	100	10000	54
129	100	10000	86
131	100	10000	100
1855	100	9900	100
315	100	10000	100
404	100	10000	100
377	100	9900	51
217	100	10000	100
273	100	10000	100
272	100	10000	100
308	100	9900	44
212	100	10000	97
256	100	10000	100
253	100	10000	100
256	100	9900	15
210	100	10000	68
288	100	10000	100
263	100	10000	100
254	100	10000	100
241	100	10000	56
241	100	10000	100
239	100	10000	100
243	100	10000	100
251	100	9900	25
194	100	10000	73
239	100	10000	100
238	100	10000	100
243	100	10000	100
246	100	9900	42
195	100	10000	91
290	100	10000	100
266	100	10000	100
246	100	10000	100
269	100	9900	39
224	100	10000	95
259	100	10000	100
263	100	10000	100
251	100	9900	6
210	100	10000	59
253	100	10000	100
249	100	10000	100
252	100	10000	100
257	100	9900	36
197	100	10000	85
238	100	10000	100
242	100	10000	100
246	100	10000	100
209	100	10000	47
262	100	10000	100
273	100	10000	100
256	100	10000	100
266	100	9900	39
207	100	10000	90
247	100	10000	100
248	100	10000	100
260	100	9900	4
