0	30	0	10000
389	99	0	10000
1120	27	0	10000
224	80	0	10000
241	13	0	10000
221	138	0	10000
207	124	0	10000
236	110	0	10000
227	97	0	10000
333	21	0	10000
186	4	0	10000
182	88	0	10000
326	50	0	10000
265	68	0	10000
268	325	0	10000
257	144	0	10000
270	53	0	10000
254	19	0	10000
265	100	0	10000
268	10	0	10000
252	6	0	10000
1276	385	0	10000
236	20	0	10000
242	135	0	10000
295	23	0	10000
1211	72	0	10000
243	23	0	10000
258	91	0	10000
1283	156	0	10000
251	379	0	10000
250	227	0	10000
296	92	0	10000
165	132	0	10000
271	8	0	10000
1243	159	0	10000
238	57	0	10000
254	260	0	10000
1285	20	0	10000
1273	127	0	10000
1288	22	0	10000
228	110	0	10000
300	61	0	10000
202	43	0	10000
1284	8	0	10000
1282	127	0	10000
256	131	0	10000
296	91	0	10000
206	132	0	10000
288	320	0	10000
1259	121	0	10000
225	15	0	10000
356	47	0	10000
248	57	0	10000
1359	157	0	10000
1286	68	0	10000
248	79	0	10000
273	98	0	10000
191	86	0	10000
1286	285	0	10000
222	27	0	10000
290	83	0	10000
205	185	0	10000
1281	358	0	10000
229	27	0	10000
457	43	0	10000
104	277	0	10000
1166	12	0	10000
1263	180	0	10000
2276	87	0	10000
231	135	0	10000
252	86	0	10000
263	24	0	10000
272	59	0	10000
2216	54	0	10000
276	35	0	10000
249	3	0	10000
266	13	0	10000
273	360	0	10000
209	207	0	10000
269	72	0	10000
175	219	0	10000
243	6	0	10000
2278	31	0	10000
232	109	0	10000
1285	8	0	10000
2276	19	0	10000
1278	2	0	10000
1283	132	0	10000
239	8	0	10000
293	68	0	10000
203	58	0	10000
2288	179	0	10000
241	190	0	10000
460	43	0	10000
101	29	0	10000
1169	628	0	10000
324	125	0	10000
1252	110	0	10000
254	278	0	10000
1234	125	0	10000
268	66	0	10000
276	114	0	10000
215	16	0	10000
268	80	0	10000
1213	258	0	10000
262	35	0	10000
272	132	0	10000
209	60	0	10000
248	60	0	10000
2246	69	0	10000
1278	5	0	10000
2281	7	0	10000
1286	189	0	10000
241	51	0	10000
290	22	0	10000
1262	9	0	10000
1282	254	0	10000
258	35	0	10000
1288	145	0	10000
229	35	0	10000
1284	3	0	10000
1281	28	0	10000
241	36	0	10000
294	97	0	10000
1265	17	0	10000
231	83	0	10000
256	177	0	10000
1265	57	0	10000
234	6	0	10000
463	34	0	10000
103	147	0	10000
1167	18	0	10000
263	110	0	10000
272	98	0	10000
1215	35	0	10000
1271	16	0	10000
1272	148	0	10000
341	57	0	10000
1179	102	0	10000
247	2	0	10000
268	111	0	10000
2263	35	0	10000
2268	279	0	10000
3274	3	0	10000
3278	120	0	10000
271	124	0	10000
294	333	0	10000
249	40	0	10000
235	94	0	10000
219	313	0	10000
229	31	0	10000
276	402	0	10000
169	7	0	10000
298	102	0	10000
280	152	0	10000
263	33	0	10000
256	98	0	10000
1291	118	0	10000
1290	131	0	10000
366	14	0	10000
1142	22	0	10000
260	164	0	10000
275	340	0	10000
282	49	0	10000
259	260	0	10000
259	231	0	10000
261	139	0	10000
267	91	0	10000
1318	20	0	10000
1274	122	0	10000
273	5	0	10000
299	168	0	10000
254	10	0	10000
1225	191	0	10000
235	254	0	10000
296	111	0	10000
200	324	0	10000
1287	186	0	10000
1295	103	0	10000
857	166	0	10000
96	155	0	10000
332	147	0	10000
92	55	0	10000
1316	57	0	10000
1278	196	0	10000
267	15	0	10000
215	14	0	10000
261	1	0	10000
221	68	0	10000
262	277	0	10000
216	12	0	10000
258	89	0	10000
213	179	0	10000
220	33	0	10000
2286	6	0	10000
226	170	0	10000
280	54	0	10000
1286	33	0	10000
1270	78	0	10000
1286	34	0	10000
236	1	0	10000
274	473	0	10000
5290	241	0	10000
1284	93	0	10000
273	43	0	10000
1278	91	0	10000
1278	87	0	10000
267	632	0	10000
275	43	0	10000
245	67	0	10000
244	88	0	10000
193	19	0	10000
260	12	0	10000
182	99	0	10000
1270	8	0	10000
266	40	0	10000
233	68	0	10000
222	6	0	10000
237	12	0	10000
271	47	0	10000
187	39	0	10000
284	39	0	10000
165	150	0	10000
3292	30	0	10000
1313	298	0	10000
262	142	0	10000
227	5	0	10000
258	24	0	10000
2253	69	0	10000
264	26	0	10000
223	130	0	10000
2246	56	0	10000
313	86	0	10000
1180	69	0	10000
320	193	0	10000
1262	81	0	10000
237	83	0	10000
272	22	0	10000
226	31	0	10000
260	420	0	10000
2268	90	0	10000
3278	163	0	10000
270	7	0	10000
240	320	0	10000
267	100	0	10000
222	5	0	10000
257	116	0	10000
208	55	0	10000
225	67	0	10000
223	126	0	10000
225	39	0	10000
224	37	0	10000
1276	187	0	10000
254	50	0	10000
276	14	0	10000
1231	196	0	10000
1275	59	0	10000
1322	122	0	10000
445	128	0	10000
130	75	0	10000
297	443	0	10000
308	149	0	10000
225	98	0	10000
351	33	0	10000
268	56	0	10000
289	30	0	10000
262	55	0	10000
258	10	0	10000
261	93	0	10000
255	82	0	10000
251	79	0	10000
257	340	0	10000
249	112	0	10000
278	53	0	10000
3245	60	0	10000
588	217	0	10000
118	308	0	10000
1138	325	0	10000
1268	24	0	10000
2307	29	0	10000
224	14	0	10000
1251	49	0	10000
239	114	0	10000
203	74	0	10000
216	357	0	10000
1287	79	0	10000
192	130	0	10000
214	393	0	10000
203	24	0	10000
